 20,0.11677021443433340,0.12737059531133185
 40,6.5251390049910693E-003,6.9352236024699211E-003
 60,9.4369783561731933E-004,1.0279733831234040E-003
 80,2.2029863244814942E-004,2.7852852987309066E-004
 100,9.4167743331636554E-005,1.3173025659717408E-004
