 20,0.23337749651551770,0.25594565727028207
 40,6.9262323955667268E-002,7.7009101532940286E-002
 60,3.0512213132656046E-002,3.3893263327260011E-002
 80,1.7002097985104183E-002,1.8881672132178035E-002
 100,1.0816016935216327E-002,1.2011352778333392E-002
